eez_name,eez_neighbour,variable,early,historical,mid,per_early,per_mid,per_mid_plot,per_early_plot
Anguilla (UK),Saint Martin (France),sd_eez,0.18078192941623303,0.1451395004278791,0.22328628573604878,24.56,53.84,53.84,24.56
Anguilla (UK),St Barthelemy (France),max_eez,0.9464122152185371,0.9664235044125583,0.9444929928001102,-2.07,-2.27,-2.27,-2.07
Anguilla (UK),St Barthelemy (France),mean_eez,0.564658526781475,0.5383427641137126,0.5630792563111742,4.89,4.59,4.59,4.89
Anguilla (UK),St Barthelemy (France),min_eez,0.5227695094080226,0.32961067748559664,0.42406916076348566,58.6,28.66,28.66,58.6
Anguilla (UK),St Barthelemy (France),n_per,16.379310344827587,NA,32.758620689655174,16.379310344827587,32.758620689655174,32.758620689655174,16.379310344827587
Anguilla (UK),St Barthelemy (France),n_spp,3,18,9,-83.33,-50,-50,-83.33
Anguilla (UK),St Barthelemy (France),n_stock,3,18,9,-83.33,-50,-50,-83.33
Anguilla (UK),St Barthelemy (France),sd_eez,0.23343939634598565,0.20350584192082904,0.2137120121071482,14.71,5.02,5.02,14.71
Anguilla (UK),US Virgin Islands,max_eez,0.6427706242196882,0.6898325623734706,0.6712039901204541,-6.82,-2.7,-2.7,-6.82
Anguilla (UK),US Virgin Islands,mean_eez,0.6355788211487028,0.634884563413332,0.6523126553075402,0.11,2.75,2.75,0.11
Anguilla (UK),US Virgin Islands,min_eez,0.4535357980569426,0.3274985754266773,0.35381215880488037,38.48,8.03,8.03,38.48
Anguilla (UK),US Virgin Islands,n_per,16.379310344827587,NA,32.758620689655174,16.379310344827587,32.758620689655174,32.758620689655174,16.379310344827587
Anguilla (UK),US Virgin Islands,n_spp,4,18,12,-77.78,-33.33,-33.33,-77.78
Anguilla (UK),US Virgin Islands,n_stock,4,18,12,-77.78,-33.33,-33.33,-77.78
Anguilla (UK),US Virgin Islands,sd_eez,0.09234869356281648,0.10344315886288144,0.09737224692771383,-10.73,-5.87,-5.87,-10.73
Antigua & Barbuda,Anguilla (UK),max_eez,0.61070006755636,0.6396564053180882,0.6142197764916821,-4.53,-3.98,-3.98,-4.53
